review_id,customer_id,review_date,review_type,previous_kyc_status,new_kyc_status,reviewer_name,review_decision,review_comments
REV000250,CUST00250,2024-01-29,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000251,CUST00251,2026-11-21,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000252,CUST00252,2025-12-17,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000253,CUST00253,2024-03-20,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000254,CUST00254,2025-03-08,Periodic Review,Expired,Pending,KYC Analyst 1,Pending,
REV000255,CUST00255,2026-11-09,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000256,CUST00256,2025-07-21,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000257,CUST00257,2026-02-26,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000258,CUST00258,2026-06-25,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000259,CUST00259,2026-07-18,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000260,CUST00260,2024-05-24,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000261,CUST00261,2024-06-11,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000262,CUST00262,2025-06-12,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000263,CUST00263,2025-03-19,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000264,CUST00264,2025-04-02,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000265,CUST00265,2024-06-13,Enhanced Review,Expired,Pending,KYC Analyst 1,Pending,
REV000266,CUST00266,2026-06-20,Enhanced Review,Expired,Expired,KYC Analyst 2,Escalated,
REV000267,CUST00267,2024-11-02,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000268,CUST00268,2025-09-12,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000269,CUST00269,2026-03-17,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000270,CUST00270,2025-04-01,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000271,CUST00271,2025-08-29,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000272,CUST00272,2025-11-06,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000273,CUST00273,2025-12-09,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000274,CUST00274,2025-02-07,Initial Review,Pending,Pending,KYC Analyst 2,Rejected,
REV000275,CUST00275,2024-08-22,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000276,CUST00276,2026-08-15,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000277,CUST00277,2026-11-26,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000278,CUST00278,2026-07-11,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000279,CUST00279,2025-09-04,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000280,CUST00280,2026-09-19,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000281,CUST00281,2025-05-27,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000282,CUST00282,2025-11-10,Enhanced Review,Expired,Pending,Compliance Officer,Rejected,
REV000283,CUST00283,2024-03-01,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000284,CUST00284,2024-02-01,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000285,CUST00285,2024-11-02,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000286,CUST00286,2024-07-16,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000287,CUST00287,2026-02-15,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000288,CUST00288,2025-01-31,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000289,CUST00289,2026-01-11,Initial Review,Expired,Pending,KYC Analyst 2,Pending,
REV000290,CUST00290,2024-10-26,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000291,CUST00291,2024-01-15,Initial Review,Expired,Pending,Compliance Officer,Rejected,
REV000292,CUST00292,2024-11-02,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000293,CUST00293,2024-12-10,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000294,CUST00294,2026-03-25,Enhanced Review,Approved,Rejected,KYC Analyst 2,Pending,
REV000295,CUST00295,2026-04-08,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000296,CUST00296,2024-06-07,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000297,CUST00297,2026-09-30,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000298,CUST00298,2024-01-24,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000299,CUST00299,2024-04-22,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000300,CUST00300,2024-02-13,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000301,CUST00301,2025-09-30,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000302,CUST00302,2026-10-19,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000303,CUST00303,2024-06-18,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000304,CUST00304,2024-04-22,Periodic Review,Expired,Pending,KYC Analyst 1,Escalated,
REV000305,CUST00305,2024-01-03,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000306,CUST00306,2026-07-29,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000307,CUST00307,2024-01-28,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000308,CUST00308,2025-11-24,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000309,CUST00309,2026-05-30,Enhanced Review,Pending,Approved,Compliance Officer,Approved,
REV000310,CUST00310,2025-07-11,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000311,CUST00311,2024-10-29,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000312,CUST00312,2026-02-04,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000313,CUST00313,2024-07-03,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000314,CUST00314,2026-11-16,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000315,CUST00315,2025-07-10,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000316,CUST00316,2025-04-17,Initial Review,Approved,Rejected,KYC Analyst 2,Escalated,
REV000317,CUST00317,2024-05-23,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000318,CUST00318,2024-08-24,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000319,CUST00319,2026-02-18,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000320,CUST00320,2026-01-08,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000321,CUST00321,2024-06-03,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000322,CUST00322,2024-05-03,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000323,CUST00323,2025-12-01,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000324,CUST00324,2025-06-20,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000325,CUST00325,2026-06-05,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000326,CUST00326,2024-08-15,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000327,CUST00327,2024-12-19,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000328,CUST00328,2025-04-20,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000329,CUST00329,2025-07-01,Periodic Review,Expired,Pending,Compliance Officer,Escalated,
REV000330,CUST00330,2025-07-25,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000331,CUST00331,2026-05-27,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000332,CUST00332,2025-05-24,Periodic Review,Approved,Expired,Compliance Officer,Rejected,
REV000333,CUST00333,2025-11-17,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000334,CUST00334,2025-03-24,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000335,CUST00335,2024-02-18,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000336,CUST00336,2026-09-20,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000337,CUST00337,2026-07-26,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000338,CUST00338,2026-10-04,Enhanced Review,Pending,Approved,Compliance Officer,Approved,
REV000339,CUST00339,2026-07-18,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000340,CUST00340,2025-11-27,Initial Review,Pending,Pending,Compliance Officer,Rejected,
REV000341,CUST00341,2024-06-10,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000342,CUST00342,2026-02-03,Periodic Review,Expired,Pending,Compliance Officer,Rejected,
REV000343,CUST00343,2026-06-09,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000344,CUST00344,2025-04-10,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000345,CUST00345,2024-08-18,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000346,CUST00346,2025-03-17,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000347,CUST00347,2024-01-12,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000348,CUST00348,2025-11-20,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000349,CUST00349,2024-11-15,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000350,CUST00350,2025-04-24,Initial Review,Approved,Rejected,Compliance Officer,Pending,
REV000351,CUST00351,2024-06-11,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000352,CUST00352,2024-07-10,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000353,CUST00353,2024-03-27,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000354,CUST00354,2026-09-14,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000355,CUST00355,2024-07-26,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000356,CUST00356,2024-08-16,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000357,CUST00357,2026-06-28,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000358,CUST00358,2025-11-13,Initial Review,Pending,Pending,KYC Analyst 1,Rejected,
REV000359,CUST00359,2026-12-16,Enhanced Review,Expired,Rejected,Compliance Officer,Rejected,
REV000360,CUST00360,2024-07-26,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000361,CUST00361,2024-03-05,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000362,CUST00362,2026-03-20,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000363,CUST00363,2026-10-07,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000364,CUST00364,2024-05-26,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000365,CUST00365,2024-01-04,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000366,CUST00366,2026-10-25,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000367,CUST00367,2025-05-25,Enhanced Review,Approved,Pending,KYC Analyst 2,Escalated,
REV000368,CUST00368,2026-02-12,Enhanced Review,Pending,Expired,Compliance Officer,Pending,
REV000369,CUST00369,2024-08-19,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000370,CUST00370,2024-06-11,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000371,CUST00371,2026-10-30,Initial Review,Approved,Pending,KYC Analyst 2,Escalated,
REV000372,CUST00372,2024-01-05,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000373,CUST00373,2024-06-15,Enhanced Review,Approved,Pending,Compliance Officer,Rejected,
REV000374,CUST00374,2025-03-17,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000375,CUST00375,2024-11-22,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000376,CUST00376,2025-03-06,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000377,CUST00377,2026-09-30,Enhanced Review,Pending,Pending,KYC Analyst 2,Escalated,
REV000378,CUST00378,2024-04-05,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000379,CUST00379,2025-03-24,Initial Review,Pending,Expired,KYC Analyst 1,Rejected,
REV000380,CUST00380,2026-05-29,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000381,CUST00381,2024-08-03,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000382,CUST00382,2024-04-27,Periodic Review,Approved,Expired,KYC Analyst 1,Escalated,
REV000383,CUST00383,2025-02-08,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000384,CUST00384,2024-12-09,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000385,CUST00385,2026-01-28,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000386,CUST00386,2025-12-13,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000387,CUST00387,2024-07-15,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000388,CUST00388,2025-01-02,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000389,CUST00389,2025-09-17,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000390,CUST00390,2026-11-22,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000391,CUST00391,2024-08-22,Enhanced Review,Expired,Pending,KYC Analyst 2,Escalated,
REV000392,CUST00392,2025-10-22,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000393,CUST00393,2025-06-04,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000394,CUST00394,2025-05-10,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000395,CUST00395,2026-05-22,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000396,CUST00396,2024-10-18,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000397,CUST00397,2024-09-22,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000398,CUST00398,2025-10-18,Initial Review,Approved,Expired,KYC Analyst 1,Escalated,
REV000399,CUST00399,2026-12-24,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000400,CUST00400,2024-10-23,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000401,CUST00401,2024-06-21,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000402,CUST00402,2025-10-10,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000403,CUST00403,2025-10-06,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000404,CUST00404,2025-12-28,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000405,CUST00405,2024-07-29,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000406,CUST00406,2024-02-15,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000407,CUST00407,2026-03-12,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000408,CUST00408,2024-09-12,Enhanced Review,Expired,Rejected,KYC Analyst 1,Escalated,
REV000409,CUST00409,2025-07-16,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000410,CUST00410,2026-12-26,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000411,CUST00411,2024-12-12,Initial Review,Pending,Rejected,Compliance Officer,Escalated,
REV000412,CUST00412,2025-06-28,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000413,CUST00413,2025-08-25,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000414,CUST00414,2026-04-12,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000415,CUST00415,2024-10-12,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000416,CUST00416,2025-04-13,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000417,CUST00417,2025-02-18,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000418,CUST00418,2025-01-06,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000419,CUST00419,2026-08-11,Periodic Review,Pending,Pending,Compliance Officer,Pending,
REV000420,CUST00420,2025-09-28,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000421,CUST00421,2026-01-25,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000422,CUST00422,2024-09-20,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000423,CUST00423,2026-08-14,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000424,CUST00424,2026-04-08,Initial Review,Expired,Pending,KYC Analyst 2,Pending,
REV000425,CUST00425,2025-03-27,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000426,CUST00426,2024-06-27,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000427,CUST00427,2025-05-31,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000428,CUST00428,2026-10-28,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000429,CUST00429,2025-11-08,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000430,CUST00430,2024-05-01,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000431,CUST00431,2024-02-08,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000432,CUST00432,2025-07-17,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000433,CUST00433,2026-08-04,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000434,CUST00434,2024-05-03,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000435,CUST00435,2025-01-24,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000436,CUST00436,2025-07-23,Enhanced Review,Pending,Pending,Compliance Officer,Escalated,
REV000437,CUST00437,2026-07-27,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000438,CUST00438,2024-10-25,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000439,CUST00439,2025-01-04,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000440,CUST00440,2026-05-06,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000441,CUST00441,2026-10-16,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000442,CUST00442,2024-08-02,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000443,CUST00443,2024-06-16,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000444,CUST00444,2026-08-02,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000445,CUST00445,2026-02-09,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000446,CUST00446,2025-11-07,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000447,CUST00447,2026-01-22,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000448,CUST00448,2026-07-19,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000449,CUST00449,2025-06-18,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000450,CUST00450,2025-04-17,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000451,CUST00451,2024-12-12,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000452,CUST00452,2026-12-14,Enhanced Review,Approved,Pending,KYC Analyst 1,Rejected,
REV000453,CUST00453,2025-05-24,Enhanced Review,Approved,Rejected,KYC Analyst 1,Escalated,
REV000454,CUST00454,2025-01-02,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000455,CUST00455,2024-11-15,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000456,CUST00456,2026-10-07,Enhanced Review,Expired,Pending,Compliance Officer,Escalated,
REV000457,CUST00457,2025-03-23,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000458,CUST00458,2026-03-05,Initial Review,Expired,Pending,Compliance Officer,Pending,
REV000459,CUST00459,2025-05-12,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000460,CUST00460,2025-12-31,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000461,CUST00461,2026-11-03,Enhanced Review,Pending,Rejected,KYC Analyst 2,Escalated,
REV000462,CUST00462,2025-05-03,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000463,CUST00463,2024-03-30,Initial Review,Expired,Pending,KYC Analyst 2,Pending,
REV000464,CUST00464,2024-01-29,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000465,CUST00465,2024-05-30,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000466,CUST00466,2024-02-17,Enhanced Review,Pending,Pending,KYC Analyst 2,Rejected,
REV000467,CUST00467,2025-12-11,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000468,CUST00468,2025-06-20,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000469,CUST00469,2024-04-20,Periodic Review,Pending,Rejected,Compliance Officer,Escalated,
REV000470,CUST00470,2024-09-15,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000471,CUST00471,2024-01-29,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000472,CUST00472,2024-11-28,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000473,CUST00473,2025-08-03,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000474,CUST00474,2026-10-25,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000475,CUST00475,2026-06-13,Periodic Review,Approved,Rejected,KYC Analyst 2,Rejected,
REV000476,CUST00476,2024-05-17,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000477,CUST00477,2025-08-13,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000478,CUST00478,2026-02-19,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000479,CUST00479,2025-07-29,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000480,CUST00480,2026-11-10,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000481,CUST00481,2025-03-20,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000482,CUST00482,2024-01-10,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000483,CUST00483,2026-04-18,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000484,CUST00484,2026-01-10,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000485,CUST00485,2026-04-20,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000486,CUST00486,2025-09-06,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000487,CUST00487,2024-02-14,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000488,CUST00488,2026-03-19,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000489,CUST00489,2024-05-10,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000490,CUST00490,2026-07-11,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000491,CUST00491,2026-06-04,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000492,CUST00492,2025-08-30,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000493,CUST00493,2024-02-17,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000494,CUST00494,2024-09-07,Periodic Review,Expired,Expired,KYC Analyst 1,Pending,
REV000495,CUST00495,2024-06-25,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000496,CUST00496,2024-07-30,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000497,CUST00497,2026-12-07,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000498,CUST00498,2026-07-22,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000499,CUST00499,2026-11-25,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
