review_id,customer_id,review_date,review_type,previous_kyc_status,new_kyc_status,reviewer_name,review_decision,review_comments
REV000750,CUST00750,2024-06-24,Initial Review,Approved,Pending,Compliance Officer,Rejected,
REV000751,CUST00751,2026-10-20,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000752,CUST00752,2026-08-10,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000753,CUST00753,2025-10-15,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000754,CUST00754,2026-02-26,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000755,CUST00755,2024-03-20,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000756,CUST00756,2026-11-04,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000757,CUST00757,2024-12-23,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000758,CUST00758,2024-07-11,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000759,CUST00759,2024-12-31,Enhanced Review,Approved,Pending,Compliance Officer,Pending,
REV000760,CUST00760,2025-09-14,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000761,CUST00761,2026-10-23,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000762,CUST00762,2025-07-26,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000763,CUST00763,2026-12-07,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000764,CUST00764,2026-12-29,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000765,CUST00765,2024-12-30,Enhanced Review,Pending,Pending,Compliance Officer,Escalated,
REV000766,CUST00766,2026-12-09,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000767,CUST00767,2025-11-11,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000768,CUST00768,2024-07-12,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000769,CUST00769,2026-09-18,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000770,CUST00770,2025-12-10,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000771,CUST00771,2025-10-24,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000772,CUST00772,2024-05-28,Initial Review,Expired,Pending,Compliance Officer,Rejected,
REV000773,CUST00773,2025-12-15,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000774,CUST00774,2026-11-22,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000775,CUST00775,2024-10-24,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000776,CUST00776,2024-05-06,Enhanced Review,Approved,Expired,KYC Analyst 1,Rejected,
REV000777,CUST00777,2026-07-04,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000778,CUST00778,2024-06-28,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000779,CUST00779,2026-05-07,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000780,CUST00780,2024-07-21,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000781,CUST00781,2026-08-26,Periodic Review,Expired,Pending,Compliance Officer,Escalated,
REV000782,CUST00782,2026-02-20,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000783,CUST00783,2025-02-22,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000784,CUST00784,2025-02-05,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000785,CUST00785,2026-10-20,Periodic Review,Pending,Pending,KYC Analyst 1,Rejected,
REV000786,CUST00786,2025-05-15,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000787,CUST00787,2025-09-28,Enhanced Review,Expired,Pending,Compliance Officer,Rejected,
REV000788,CUST00788,2026-05-08,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000789,CUST00789,2024-03-16,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000790,CUST00790,2024-10-10,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000791,CUST00791,2026-06-04,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000792,CUST00792,2024-08-28,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000793,CUST00793,2024-12-21,Enhanced Review,Expired,Pending,KYC Analyst 1,Rejected,
REV000794,CUST00794,2025-07-09,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000795,CUST00795,2026-12-04,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000796,CUST00796,2026-06-22,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000797,CUST00797,2024-06-09,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000798,CUST00798,2025-08-20,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000799,CUST00799,2024-03-06,Enhanced Review,Pending,Pending,KYC Analyst 2,Pending,
REV000800,CUST00800,2024-05-18,Initial Review,Expired,Pending,KYC Analyst 1,Rejected,
REV000801,CUST00801,2024-03-19,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000802,CUST00802,2025-11-12,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000803,CUST00803,2024-08-18,Initial Review,Approved,Pending,KYC Analyst 2,Rejected,
REV000804,CUST00804,2025-09-04,Enhanced Review,Expired,Expired,KYC Analyst 1,Escalated,
REV000805,CUST00805,2025-07-10,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000806,CUST00806,2026-03-03,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000807,CUST00807,2025-09-23,Periodic Review,Approved,Pending,KYC Analyst 1,Pending,
REV000808,CUST00808,2024-02-03,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000809,CUST00809,2026-07-31,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000810,CUST00810,2026-05-07,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000811,CUST00811,2024-07-09,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000812,CUST00812,2024-01-11,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000813,CUST00813,2024-05-27,Initial Review,Approved,Pending,KYC Analyst 1,Escalated,
REV000814,CUST00814,2024-08-17,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000815,CUST00815,2024-03-01,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000816,CUST00816,2026-07-26,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000817,CUST00817,2024-05-14,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000818,CUST00818,2025-09-14,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000819,CUST00819,2025-12-25,Periodic Review,Pending,Rejected,KYC Analyst 2,Escalated,
REV000820,CUST00820,2026-06-21,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000821,CUST00821,2026-08-08,Enhanced Review,Pending,Rejected,KYC Analyst 1,Rejected,
REV000822,CUST00822,2026-12-15,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000823,CUST00823,2025-02-21,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000824,CUST00824,2024-10-30,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000825,CUST00825,2026-12-14,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000826,CUST00826,2024-04-21,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000827,CUST00827,2024-05-13,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000828,CUST00828,2024-05-11,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000829,CUST00829,2024-10-25,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000830,CUST00830,2025-11-25,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000831,CUST00831,2025-09-19,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000832,CUST00832,2024-10-02,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000833,CUST00833,2026-12-05,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000834,CUST00834,2025-03-26,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000835,CUST00835,2024-11-07,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000836,CUST00836,2024-10-18,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000837,CUST00837,2024-10-18,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000838,CUST00838,2026-06-18,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000839,CUST00839,2025-05-03,Initial Review,Pending,Pending,KYC Analyst 2,Rejected,
REV000840,CUST00840,2024-01-25,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000841,CUST00841,2025-04-05,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000842,CUST00842,2025-07-14,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000843,CUST00843,2024-05-03,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000844,CUST00844,2026-07-06,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000845,CUST00845,2026-07-06,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000846,CUST00846,2025-06-06,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000847,CUST00847,2026-01-02,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000848,CUST00848,2025-11-04,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000849,CUST00849,2025-06-03,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000850,CUST00850,2024-04-17,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000851,CUST00851,2026-11-28,Enhanced Review,Pending,Pending,KYC Analyst 1,Rejected,
REV000852,CUST00852,2024-10-14,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000853,CUST00853,2024-12-09,Enhanced Review,Pending,Pending,KYC Analyst 1,Rejected,
REV000854,CUST00854,2024-11-07,Initial Review,Pending,Pending,Compliance Officer,Escalated,
REV000855,CUST00855,2024-08-08,Periodic Review,Pending,Pending,KYC Analyst 2,Pending,
REV000856,CUST00856,2025-08-10,Periodic Review,Approved,Rejected,KYC Analyst 1,Pending,
REV000857,CUST00857,2026-11-19,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000858,CUST00858,2026-06-22,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000859,CUST00859,2024-05-10,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000860,CUST00860,2025-09-11,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000861,CUST00861,2025-09-20,Initial Review,Pending,Pending,KYC Analyst 1,Escalated,
REV000862,CUST00862,2025-06-20,Enhanced Review,Pending,Expired,KYC Analyst 1,Pending,
REV000863,CUST00863,2024-04-18,Enhanced Review,Expired,Pending,KYC Analyst 1,Pending,
REV000864,CUST00864,2024-12-01,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000865,CUST00865,2026-01-23,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000866,CUST00866,2025-04-06,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000867,CUST00867,2026-08-05,Enhanced Review,Pending,Pending,KYC Analyst 2,Rejected,
REV000868,CUST00868,2025-03-31,Enhanced Review,Expired,Expired,Compliance Officer,Escalated,
REV000869,CUST00869,2026-07-12,Periodic Review,Pending,Approved,Compliance Officer,Approved,
REV000870,CUST00870,2026-05-02,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000871,CUST00871,2025-01-21,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000872,CUST00872,2025-02-01,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000873,CUST00873,2024-02-26,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000874,CUST00874,2024-01-30,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000875,CUST00875,2024-07-26,Periodic Review,Approved,Expired,KYC Analyst 1,Pending,
REV000876,CUST00876,2024-07-21,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000877,CUST00877,2025-11-07,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000878,CUST00878,2024-12-29,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000879,CUST00879,2026-01-01,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000880,CUST00880,2024-08-12,Enhanced Review,Expired,Pending,Compliance Officer,Escalated,
REV000881,CUST00881,2025-10-01,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000882,CUST00882,2024-06-20,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000883,CUST00883,2024-06-22,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000884,CUST00884,2024-07-21,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000885,CUST00885,2026-04-02,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000886,CUST00886,2025-10-27,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000887,CUST00887,2024-05-26,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000888,CUST00888,2024-07-15,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000889,CUST00889,2026-07-16,Enhanced Review,Approved,Pending,KYC Analyst 2,Escalated,
REV000890,CUST00890,2026-08-09,Initial Review,Pending,Pending,KYC Analyst 1,Pending,
REV000891,CUST00891,2024-04-01,Enhanced Review,Expired,Pending,KYC Analyst 1,Rejected,
REV000892,CUST00892,2024-11-27,Initial Review,Approved,Approved,Compliance Officer,Approved,
REV000893,CUST00893,2026-03-25,Initial Review,Approved,Pending,KYC Analyst 2,Rejected,
REV000894,CUST00894,2024-06-26,Periodic Review,Expired,Rejected,KYC Analyst 2,Escalated,
REV000895,CUST00895,2024-11-04,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000896,CUST00896,2024-06-20,Periodic Review,Expired,Expired,KYC Analyst 1,Escalated,
REV000897,CUST00897,2024-11-04,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000898,CUST00898,2024-02-04,Initial Review,Pending,Pending,KYC Analyst 2,Escalated,
REV000899,CUST00899,2026-08-15,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000900,CUST00900,2025-01-05,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000901,CUST00901,2026-09-29,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000902,CUST00902,2026-07-11,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000903,CUST00903,2025-02-22,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000904,CUST00904,2026-12-02,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000905,CUST00905,2026-04-11,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000906,CUST00906,2026-11-24,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000907,CUST00907,2026-12-03,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000908,CUST00908,2025-04-12,Enhanced Review,Pending,Approved,KYC Analyst 2,Approved,
REV000909,CUST00909,2026-09-02,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000910,CUST00910,2025-03-31,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000911,CUST00911,2024-11-13,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000912,CUST00912,2025-06-02,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000913,CUST00913,2024-08-11,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000914,CUST00914,2026-05-12,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000915,CUST00915,2026-05-06,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000916,CUST00916,2025-05-02,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000917,CUST00917,2026-05-27,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000918,CUST00918,2026-07-14,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000919,CUST00919,2026-02-11,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000920,CUST00920,2024-12-09,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000921,CUST00921,2024-11-08,Enhanced Review,Pending,Approved,Compliance Officer,Approved,
REV000922,CUST00922,2024-12-20,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000923,CUST00923,2026-01-16,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000924,CUST00924,2024-02-09,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000925,CUST00925,2024-02-28,Initial Review,Expired,Approved,KYC Analyst 1,Approved,
REV000926,CUST00926,2024-07-23,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000927,CUST00927,2024-10-03,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000928,CUST00928,2026-04-06,Enhanced Review,Pending,Approved,KYC Analyst 1,Approved,
REV000929,CUST00929,2024-04-30,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000930,CUST00930,2025-04-11,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000931,CUST00931,2024-11-10,Periodic Review,Expired,Approved,KYC Analyst 2,Approved,
REV000932,CUST00932,2024-04-05,Initial Review,Pending,Approved,Compliance Officer,Approved,
REV000933,CUST00933,2024-11-21,Initial Review,Pending,Pending,KYC Analyst 1,Pending,
REV000934,CUST00934,2025-03-02,Enhanced Review,Expired,Approved,KYC Analyst 1,Approved,
REV000935,CUST00935,2026-04-20,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000936,CUST00936,2025-06-19,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000937,CUST00937,2024-07-06,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000938,CUST00938,2025-03-25,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000939,CUST00939,2024-01-03,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000940,CUST00940,2025-09-19,Enhanced Review,Pending,Approved,Compliance Officer,Approved,
REV000941,CUST00941,2024-03-28,Enhanced Review,Pending,Expired,KYC Analyst 1,Rejected,
REV000942,CUST00942,2024-04-12,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000943,CUST00943,2024-12-13,Enhanced Review,Expired,Rejected,Compliance Officer,Escalated,
REV000944,CUST00944,2024-07-12,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000945,CUST00945,2024-11-30,Periodic Review,Pending,Approved,KYC Analyst 1,Approved,
REV000946,CUST00946,2026-01-27,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000947,CUST00947,2025-08-07,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000948,CUST00948,2026-04-18,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
REV000949,CUST00949,2026-01-07,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000950,CUST00950,2024-01-15,Initial Review,Pending,Approved,KYC Analyst 2,Approved,
REV000951,CUST00951,2025-12-19,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000952,CUST00952,2024-09-12,Enhanced Review,Approved,Rejected,KYC Analyst 2,Escalated,
REV000953,CUST00953,2025-05-18,Periodic Review,Approved,Expired,Compliance Officer,Escalated,
REV000954,CUST00954,2026-01-28,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000955,CUST00955,2025-05-18,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000956,CUST00956,2025-02-07,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000957,CUST00957,2026-02-15,Initial Review,Approved,Approved,KYC Analyst 1,Approved,
REV000958,CUST00958,2024-12-19,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000959,CUST00959,2024-08-29,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000960,CUST00960,2026-07-20,Enhanced Review,Pending,Expired,KYC Analyst 2,Rejected,
REV000961,CUST00961,2026-08-28,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000962,CUST00962,2024-02-22,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000963,CUST00963,2025-01-22,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000964,CUST00964,2024-08-07,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000965,CUST00965,2024-03-30,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000966,CUST00966,2024-11-29,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000967,CUST00967,2024-07-22,Periodic Review,Expired,Approved,KYC Analyst 1,Approved,
REV000968,CUST00968,2026-05-06,Periodic Review,Pending,Pending,KYC Analyst 1,Pending,
REV000969,CUST00969,2026-09-21,Periodic Review,Pending,Pending,KYC Analyst 2,Escalated,
REV000970,CUST00970,2024-05-28,Enhanced Review,Approved,Pending,KYC Analyst 2,Escalated,
REV000971,CUST00971,2026-11-09,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000972,CUST00972,2024-08-28,Initial Review,Expired,Approved,Compliance Officer,Approved,
REV000973,CUST00973,2024-06-30,Periodic Review,Approved,Rejected,Compliance Officer,Pending,
REV000974,CUST00974,2026-09-16,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000975,CUST00975,2024-05-17,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000976,CUST00976,2025-06-16,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000977,CUST00977,2025-11-29,Initial Review,Pending,Rejected,KYC Analyst 2,Rejected,
REV000978,CUST00978,2026-08-15,Enhanced Review,Approved,Expired,KYC Analyst 1,Escalated,
REV000979,CUST00979,2026-02-16,Enhanced Review,Expired,Pending,Compliance Officer,Pending,
REV000980,CUST00980,2026-01-27,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000981,CUST00981,2025-08-08,Initial Review,Pending,Approved,KYC Analyst 1,Approved,
REV000982,CUST00982,2024-11-01,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000983,CUST00983,2026-07-18,Periodic Review,Pending,Approved,KYC Analyst 2,Approved,
REV000984,CUST00984,2026-04-20,Periodic Review,Expired,Approved,Compliance Officer,Approved,
REV000985,CUST00985,2024-01-17,Initial Review,Expired,Pending,Compliance Officer,Escalated,
REV000986,CUST00986,2026-04-18,Initial Review,Expired,Approved,KYC Analyst 2,Approved,
REV000987,CUST00987,2026-01-20,Periodic Review,Approved,Pending,KYC Analyst 2,Rejected,
REV000988,CUST00988,2024-08-17,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000989,CUST00989,2025-10-13,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000990,CUST00990,2025-03-19,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV000991,CUST00991,2024-11-06,Initial Review,Approved,Approved,KYC Analyst 2,Approved,
REV000992,CUST00992,2024-02-02,Enhanced Review,Approved,Approved,Compliance Officer,Approved,
REV000993,CUST00993,2026-05-12,Periodic Review,Approved,Approved,KYC Analyst 1,Approved,
REV000994,CUST00994,2025-12-27,Periodic Review,Approved,Rejected,KYC Analyst 1,Rejected,
REV000995,CUST00995,2024-01-07,Enhanced Review,Approved,Approved,KYC Analyst 2,Approved,
REV000996,CUST00996,2025-07-18,Enhanced Review,Approved,Approved,KYC Analyst 1,Approved,
REV000997,CUST00997,2026-04-22,Periodic Review,Approved,Approved,Compliance Officer,Approved,
REV000998,CUST00998,2025-04-07,Periodic Review,Approved,Approved,KYC Analyst 2,Approved,
REV000999,CUST00999,2024-01-26,Enhanced Review,Expired,Approved,Compliance Officer,Approved,
REV001000,CUST01000,2026-08-28,Enhanced Review,Expired,Approved,KYC Analyst 2,Approved,
